,Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry,RMax,RNez
791,791,480,498,-38,0,-126,8940,8439,5.80078125,5.9765625,18.45703125,5.80078125
792,792,569,578,59,0,155,4550,3581,3.515625,3.69140625,13.53515625,3.515625
793,793,683,514,43,0,-128,13375,13450,12.83203125,13.0078125,31.46484375,12.83203125
794,794,512,698,37,0,143,3244,3693,3.515625,3.69140625,17.75390625,3.515625
795,795,745,463,-15,0,37,2582,3350,3.8671875,4.04296875,8.0859375,3.8671875
796,796,703,622,54,0,79,13324,14384,11.77734375,11.953125,15.29296875,11.77734375
797,797,722,745,21,0,-55,11937,11144,7.20703125,7.3828125,18.6328125,7.20703125
798,798,732,713,-13,0,162,5217,4492,6.328125,6.50390625,34.1015625,6.328125
799,799,516,591,54,0,-5,7478,8880,-1.0,0.703125,6.50390625,-1.0
800,800,450,510,-24,0,-153,12323,11308,9.66796875,9.84375,27.94921875,9.66796875
801,801,527,593,-54,0,-169,6271,5869,4.39453125,4.5703125,21.4453125,4.39453125
802,802,459,484,55,0,25,8340,9005,5.625,5.80078125,7.03125,5.625
803,803,656,572,13,0,28,10897,10379,7.3828125,7.55859375,10.72265625,7.3828125
804,804,712,487,-59,0,113,7507,7342,5.625,5.80078125,25.13671875,5.625
805,805,458,626,-48,0,-36,11893,12010,6.85546875,7.03125,7.734375,6.85546875
806,806,548,489,-47,0,-124,4656,3693,3.8671875,4.04296875,11.42578125,3.8671875
807,807,630,658,-41,0,67,5570,5624,3.8671875,4.04296875,17.75390625,3.8671875
808,808,631,566,23,0,-11,3528,3577,2.8125,2.98828125,4.39453125,2.8125
809,809,738,476,42,0,100,4227,4790,4.921875,5.09765625,10.72265625,4.921875
810,810,649,729,31,0,-113,13494,13689,11.25,11.42578125,34.27734375,11.25
811,811,476,481,0,0,-72,4766,4695,3.33984375,3.515625,10.546875,3.33984375
812,812,673,452,-56,0,-52,960,1625,3.1640625,3.33984375,4.921875,3.1640625
813,813,543,460,-25,0,-18,9666,10271,7.55859375,7.734375,9.66796875,7.55859375
814,814,705,612,26,0,32,11334,11087,8.26171875,8.4375,10.8984375,8.26171875
815,815,484,656,-20,0,-124,7619,8049,4.5703125,4.74609375,22.5,4.5703125
816,816,532,565,9,0,4,12553,12845,8.4375,8.61328125,10.1953125,8.4375
817,817,688,491,36,0,-129,10754,12141,12.48046875,12.65625,30.5859375,12.48046875
818,818,741,546,-54,0,-12,4323,4648,4.39453125,4.5703125,5.9765625,4.39453125
819,819,473,545,52,0,-14,9853,11081,6.50390625,6.6796875,9.31640625,6.50390625
820,820,705,729,31,0,-42,12491,11115,7.734375,7.91015625,16.69921875,7.734375
821,821,678,588,-3,0,-175,11636,11138,13.88671875,14.0625,37.08984375,13.88671875
822,822,617,737,15,0,162,5030,3804,5.2734375,5.44921875,30.5859375,5.2734375
823,823,698,588,43,0,51,4826,4487,3.8671875,4.04296875,5.625,3.8671875
824,824,659,703,-5,0,56,13470,14176,9.66796875,9.84375,18.28125,9.66796875
825,825,536,625,31,0,3,8565,10060,-1.0,0.703125,-1.0,-1.0
826,826,535,527,18,0,-76,6236,6950,4.39453125,4.5703125,16.69921875,4.39453125
827,827,737,500,20,0,-166,9538,9078,12.83203125,13.0078125,33.75,12.83203125
828,828,670,614,-14,0,21,10900,9949,6.50390625,6.6796875,10.72265625,6.50390625
829,829,715,600,-6,0,74,13369,13050,12.3046875,12.48046875,23.90625,12.3046875
830,830,596,682,-44,0,-54,8324,6915,-1.0,0.703125,6.328125,-1.0
831,831,484,700,-23,0,-28,3818,4411,-1.0,0.703125,-1.0,-1.0
832,832,728,717,30,0,-50,3280,3093,2.8125,2.98828125,8.7890625,2.8125
833,833,726,562,51,0,23,12119,12769,11.25,11.42578125,11.6015625,11.25
834,834,681,549,-21,0,-104,5120,4773,4.74609375,4.921875,14.58984375,4.74609375
835,835,627,522,40,0,-86,7655,7693,5.9765625,6.15234375,22.5,5.9765625
836,836,617,734,1,0,101,12866,13631,9.66796875,9.84375,27.59765625,9.66796875
837,837,712,744,-5,0,-6,10390,10496,4.921875,5.09765625,6.50390625,4.921875
838,838,598,621,-14,0,156,13245,14640,14.94140625,15.1171875,35.5078125,14.94140625
839,839,618,559,-28,0,84,9336,9239,6.85546875,7.03125,23.37890625,6.85546875
840,840,620,601,-22,0,-121,6644,7021,5.44921875,5.625,21.62109375,5.44921875
841,841,621,651,28,0,-9,12319,13698,8.7890625,8.96484375,10.1953125,8.7890625
842,842,587,493,-17,0,-1,11830,10709,8.96484375,9.140625,11.6015625,8.96484375
843,843,507,506,-14,0,-131,1316,1657,3.33984375,3.515625,16.69921875,3.33984375
844,844,595,722,41,0,-12,3721,3215,2.28515625,2.4609375,2.98828125,2.28515625
